Rebalance_Date,Evaluation_Date,Forward_Period_Return,VOO_Forward_Return,EqualWeight_Forward_Return,MaxSharpe_Forward_Return,Portfolio_ExAnte_Preference_Score,Portfolio_ExAnte_Score_Return_CAGR,Portfolio_ExAnte_Score_Return_Div,Portfolio_ExAnte_Score_Risk_Vol,Portfolio_ExAnte_Score_Risk_MaxDD,Portfolio_ExAnte_Score_Cost,Portfolio_ExAnte_Score_Liq_Volume,Portfolio_ExAnte_Score_Liq_AUM,Portfolio_ExAnte_Score_Div_Score,Portfolio_ExAnte_Score_FinBERT,Portfolio_ExAnte_Portfolio_Volatility,Portfolio_Forward_Preference_Score,Portfolio_Forward_Score_Return_CAGR,Portfolio_Forward_Score_Return_Div,Portfolio_Forward_Score_Risk_Vol,Portfolio_Forward_Score_Risk_MaxDD,Portfolio_Forward_Score_Cost,Portfolio_Forward_Score_Liq_Volume,Portfolio_Forward_Score_Liq_AUM,Portfolio_Forward_Score_Div_Score,Portfolio_Forward_Score_FinBERT,Portfolio_Forward_Portfolio_Volatility,VOO_Forward_Preference_Score,VOO_Forward_Score_Return_CAGR,VOO_Forward_Score_Return_Div,VOO_Forward_Score_Risk_Vol,VOO_Forward_Score_Risk_MaxDD,VOO_Forward_Score_Cost,VOO_Forward_Score_Liq_Volume,VOO_Forward_Score_Liq_AUM,VOO_Forward_Score_Div_Score,VOO_Forward_Score_FinBERT,VOO_Forward_Portfolio_Volatility,EqualWeight_Forward_Preference_Score,EqualWeight_Forward_Score_Return_CAGR,EqualWeight_Forward_Score_Return_Div,EqualWeight_Forward_Score_Risk_Vol,EqualWeight_Forward_Score_Risk_MaxDD,EqualWeight_Forward_Score_Cost,EqualWeight_Forward_Score_Liq_Volume,EqualWeight_Forward_Score_Liq_AUM,EqualWeight_Forward_Score_Div_Score,EqualWeight_Forward_Score_FinBERT,EqualWeight_Forward_Portfolio_Volatility,MaxSharpe_Forward_Preference_Score,MaxSharpe_Forward_Score_Return_CAGR,MaxSharpe_Forward_Score_Return_Div,MaxSharpe_Forward_Score_Risk_Vol,MaxSharpe_Forward_Score_Risk_MaxDD,MaxSharpe_Forward_Score_Cost,MaxSharpe_Forward_Score_Liq_Volume,MaxSharpe_Forward_Score_Liq_AUM,MaxSharpe_Forward_Score_Div_Score,MaxSharpe_Forward_Score_FinBERT,MaxSharpe_Forward_Portfolio_Volatility,Forward_Score_vs_VOO,Forward_Score_vs_EqualWeight,Forward_Score_vs_MaxSharpe
2021-02-01,2021-03-01,0.04293649663245458,0.03571743487145507,0.04059192983125581,0.018018615647457548,0.6715672666272133,0.7576786121638186,0.40452201783723524,0.3147642947802479,0.5250980934310895,0.9754098360655739,0.706160438229314,0.7403287392062379,0.83521266405076,0.77209899574798,0.23075185514834545,0.5722576069943995,0.4499145280747432,0.4138315073615141,0.32790145638493684,0.8314648897740546,0.9831011990597356,0.6305323186258719,0.9979833110614802,0.8373446887898707,0.6609850978480991,0.22786167959531387,0.5253872001303321,0.40319850033452065,0.2689265536723164,0.310133971093025,0.8074954232743108,1.0,0.5661147873815328,1.0,0.82651345463,0.4969144539432712,0.23177052635953446,0.5047943111352385,0.3404832792202307,0.49603451008699595,0.41036440022260257,0.7899139703549567,0.8392249676420052,0.3655024934263337,0.6765715353362929,0.8760240706983968,0.5444893033226903,0.20971983195102742,0.5415315270725731,0.4494296784286592,0.22480339220410672,0.32616815510509467,0.8488156103891277,0.9864843551544364,0.6848228685517506,0.9507289027656584,0.7856746134173853,0.472373052247698,0.22824300587687915,0.046870406864067404,0.067463295859161,0.03072607992182641
2021-03-01,2021-03-31,0.023667847378973095,0.020843705500704468,0.023256223381272978,0.01321850097873245,0.6976935599417808,0.8183002768703505,0.4055516612925839,0.3267197948714935,0.5248363263979017,0.9746835443037974,0.7102883838025502,0.7415542046331499,0.83521266405076,0.7716007386529303,0.2281216451282714,0.5915124598184394,0.49486549454102047,0.4153002560108193,0.3335453900541572,0.8315255542989853,0.9829920395106972,0.6380507830694193,0.9979702840511105,0.8376370033365488,0.6614656887400885,0.22662001418808542,0.5436954856863228,0.44588748335421646,0.2689265536723164,0.31702131601051087,0.8074954232743108,1.0,0.5728262434690214,1.0,0.82651345463,0.4969144539432712,0.2302553104776876,0.5213556343476267,0.37603429741326166,0.503741046811186,0.42010810242121,0.7942675514927399,0.8416520985837255,0.37487535445056125,0.6667155353542376,0.8759750590844286,0.5389886934965592,0.2075762174673338,0.5737940410359035,0.4923814257102177,0.3092403484649714,0.3180001230451235,0.8230754775916018,0.9914083180056557,0.6313190503274858,0.9989746757712266,0.8142032390112133,0.6133126597411187,0.2300399729300728,0.04781697413211661,0.0701568254708127,0.017718418782535883
2021-03-31,2021-04-30,0.046557910473936426,0.05289626927223634,0.035604076246990246,0.042865844638301454,0.7198788565767851,0.8807076047072924,0.4055516612925839,0.33210885407196766,0.5248363263979017,0.9746835443037974,0.7150264969922923,0.7415542046331499,0.83521266405076,0.6971679473106479,0.2269360521041671,0.608917162962242,0.5417646389454195,0.3992396947885682,0.3347470623059904,0.8322708046296137,0.9840009291257052,0.6441606189675853,0.9980906841039883,0.833608910658552,0.6608658044176857,0.22635564629268212,0.562279985450217,0.49066098331135233,0.2689265536723164,0.3207018920587136,0.8074954232743108,1.0,0.5768215018333235,1.0,0.82651345463,0.4969144539432712,0.22944558374708302,0.5357693244023916,0.41642849342762933,0.48628434060820025,0.4101814451588067,0.784070043996739,0.8438540482782575,0.394346502845114,0.6904972298007678,0.8759254102142616,0.5401168041071931,0.20976008206506253,0.6074338816515468,0.5303960089440501,0.5030476958201883,0.3752229616207228,0.8611102213450862,0.8858701048265234,0.5927577945399849,0.8929350752220981,0.8454130962883484,0.6715780512006103,0.21745094844344096,0.04663717751202501,0.07314783855985041,0.0014832813106951948
2021-04-30,2021-06-01,0.007238793122691156,0.005891857940217404,0.0191277052918859,0.008906038811518524,0.7169518034314852,0.8678331977240984,0.4080042313117065,0.33538857383423226,0.5359241274675672,0.9739130434782609,0.7192657842830942,0.7478245788228708,0.8357186034644,0.7066533820436179,0.22621451375646887,0.61912983339511,0.5624648130492876,0.4131390957568898,0.333432995071424,0.8342794260247298,0.9832008282113144,0.6469122722868337,0.9979952007220929,0.8374458132338524,0.6670915414565106,0.22664474108428673,0.569193860733855,0.5087167989432302,0.2689265536723164,0.3177392356543801,0.8045095290604272,1.0,0.5839581646956479,1.0,0.82651345463,0.4969144539432712,0.23009736815603635,0.5434459512410035,0.4336684009815771,0.49716594170477413,0.4096518469788005,0.7822635078401423,0.847902349905886,0.3958663700343754,0.6795988360234078,0.8765868476557648,0.5360977254031133,0.20987659366466388,0.6257557678342599,0.5551049114209249,0.4792375758854189,0.39535640064247457,0.8735345697086425,0.9695046976085069,0.7304555356715269,0.9001279009033382,0.8215528633493627,0.566903176761531,0.2130215918586556,0.049935972661254935,0.07568388215410649,-0.006625934439149939
2021-06-01,2021-06-30,0.02143397778243661,0.023390739385718895,0.002884746859255438,0.020916395200595295,0.730929595833105,0.8649877715507712,0.5304911474675034,0.38848588026621633,0.6309914423440653,0.9557315400843882,0.78363445064379,0.6133198418434824,0.8266202487923733,0.6064555767288696,0.2145331063414324,0.5959462369068155,0.49105393992614194,0.45512468549277013,0.38542670218020525,0.8397765724103685,0.9721495100529822,0.7262403318949386,0.9126597654087859,0.8264225930533906,0.5808987213603773,0.21520612552035484,0.5449004679595981,0.45311598360452443,0.2689265536723164,0.31746615939684386,0.7693651325112125,1.0,0.5863045546397495,1.0,0.82651345463,0.4969144539432712,0.23015744493269433,0.5211676477151744,0.381683786687883,0.479903964319507,0.40772733319975485,0.7612590909504122,0.842667758328316,0.41294659875376155,0.698485052852485,0.8737747719289527,0.5571596529417722,0.2102999866960539,0.5960801077315846,0.48960232770691525,0.46177747206264547,0.3911539901120683,0.8443966694428338,0.9707785777248401,0.7345344274815327,0.9029395063971637,0.8215095830714572,0.5710639786637617,0.21394612217534498,0.05104576894721735,0.07477858919164104,-0.00013387082476912227
2021-06-30,2021-08-02,0.01832003826251949,0.02238773202551614,0.009742653688558978,0.02285035791189549,0.7140846759089268,0.8589002484307326,0.410144203312393,0.3321286734780122,0.5354174268690481,0.9744952178533476,0.7314522469485303,0.7496401566592601,0.8357186034644,0.7138641738934565,0.2269316918348373,0.6059178648992671,0.5334776341751327,0.4028725647087439,0.33046641459217874,0.825835589212297,0.9838358856571561,0.6581977495727354,0.9980709879528485,0.8348499133717224,0.6669969029746738,0.22729738878972067,0.5603870568014866,0.48773849182465745,0.2689265536723164,0.3160865958123793,0.7954837517923992,1.0,0.5928941725106578,1.0,0.82651345463,0.4969144539432712,0.23046094892127653,0.5299289838246793,0.4119105456309462,0.48329831657793987,0.40172671200331345,0.7731729019912941,0.8283231343762629,0.38938587546154896,0.6681159205257623,0.8769607816077377,0.5536615042880537,0.21162012335927105,0.606912102157825,0.525763121838029,0.43350034641273616,0.37208119744565193,0.8579531028422135,0.9699594473086421,0.72651818812925,0.9391579355716688,0.8261373782347208,0.5647047576165125,0.21814213656195655,0.04553080809778054,0.07598888107458779,-0.0009942372585578507
2021-08-02,2021-08-31,0.030870549740237063,0.03161563634642528,0.021844991453093376,0.028900190867954034,0.7005726218134781,0.8262120986309047,0.4090676883780334,0.3309940737335283,0.5356709893635808,0.9749478079331942,0.731138006666985,0.7487307826888829,0.8357186034644,0.7102277802590446,0.22718130377862375,0.6008868898523461,0.5209540626819111,0.4042001365755461,0.3298209744427034,0.8224112037962261,0.9837485844746372,0.6612480605251414,0.9980605695018752,0.8351712667570264,0.667120186034111,0.22743938562260524,0.5562251584154133,0.47771648074197715,0.2689265536723164,0.315556767168646,0.7919276809630416,1.0,0.5962553963903843,1.0,0.82651345463,0.4969144539432712,0.23057751122289785,0.5286481441831936,0.4027065054683816,0.49193517865934877,0.4058620769465914,0.7730356425295504,0.8368675327813704,0.41436282936780966,0.6927484852057575,0.8763045251914949,0.5171311602764042,0.21071034307174988,0.5997343994546561,0.5130627900385084,0.42779899907450303,0.36514227212767303,0.8521498377686323,0.9701602736990282,0.7252106232359798,0.948634309302933,0.8153227600129209,0.5687525515018684,0.2196687001319119,0.04466173143693275,0.07223874566915245,0.0011524903976899425
2021-08-31,2021-09-30,-0.04539209407567957,-0.0466365297736524,-0.04033049027764868,-0.04544422780890456,0.6935522957103232,0.8106081935032577,0.4080042313117065,0.33014761490922395,0.530068439598268,0.9753846153846154,0.7299763063154149,0.7478245788228708,0.8357186034644,0.7066533820436179,0.2273675247199707,0.6001569950775161,0.5194440903911015,0.4086770786406023,0.32718228851410514,0.8154116858555795,0.9834722532477895,0.6653323520113998,0.9980275923616319,0.8363133597234003,0.667148612446288,0.22801989652689683,0.5542551943950106,0.47454675127366364,0.2689265536723164,0.3122268224058319,0.7854380499202074,1.0,0.600092825102626,1.0,0.82651345463,0.4969144539432712,0.23131009907071698,0.52845018682735,0.4025018491944081,0.49419666930862144,0.404327013025803,0.7674829594089407,0.8310103380655485,0.41835876004501216,0.6927352064523337,0.8763856749538746,0.529662380754728,0.2110480571343233,0.6028289485709089,0.505533964765006,0.4577867152125795,0.38041744564287094,0.8530174877575201,0.9698402535529052,0.7388730530573142,0.9196212603787421,0.8382384040974746,0.5679262941125889,0.2163081619585684,0.04590180068250549,0.07170680825016607,-0.0026719534933927758
2021-09-30,2021-11-01,0.06632603877276533,0.07264191905434081,0.05738272841546865,0.06212273681620095,0.6920109579638216,0.8075568268825313,0.4080042313117065,0.3268264364903384,0.530068439598268,0.9753846153846154,0.7335805687274911,0.7478245788228708,0.8357186034644,0.7066533820436179,0.22809818397212553,0.5574950988018446,0.41416304805465665,0.4014731517334457,0.33771934829460204,0.7908063580503721,0.9839248606067075,0.6718979815512511,0.9980816061497965,0.834497034492526,0.6669323244090093,0.22570174337518753,0.5160140671177933,0.3783013846881514,0.2689265536723164,0.32334887555758896,0.7596304836045145,1.0,0.6063035835190724,1.0,0.82651345463,0.4969144539432712,0.22886324737733044,0.4917114526381797,0.3111989101154349,0.49097514033701195,0.41358409532232354,0.7431305302432938,0.8310465161079492,0.42165886313384116,0.6944603853673573,0.8761269880045826,0.5313277542031953,0.2090114990290888,0.5586290213920363,0.4003787695121527,0.4395590541936779,0.37342069214563456,0.8182938285450789,0.9760904740719549,0.7169766688719124,0.942657516517953,0.8371217728739887,0.6110355367947125,0.21784744772796036,0.04148103168405126,0.06578364616366483,-0.0011339225901917382
2021-11-01,2021-11-30,-0.008289283159714889,-0.009431515619225728,-0.02922940038765487,-0.00511426228339662,0.6797207640686426,0.7714698030325943,0.4090676883780334,0.3383934390297769,0.5299564948520221,0.9749478079331942,0.7399390148966732,0.7487307826888829,0.8357186034644,0.7102277802590446,0.22555344341344907,0.5560128482092566,0.40780316550736795,0.40238699692022106,0.34292453164345027,0.7905582955105015,0.9838550891554282,0.677805611558711,0.9980732796824621,0.8346809466950578,0.6672245756736671,0.22455660303844094,0.5135112908023794,0.36976692185162385,0.2689265536723164,0.3280419683346788,0.7593320483564046,1.0,0.6131007614645546,1.0,0.82651345463,0.4969144539432712,0.22783076696637067,0.48351660600213014,0.2932862271101838,0.4868206742469995,0.41328233927110436,0.7416975846529354,0.8240885744154269,0.4230890645281445,0.6908539883962471,0.8764767080875655,0.5367730668659821,0.209077885360357,0.5168832002555445,0.3885474219247929,0.2955448218708303,0.4428346840481243,0.8387717460712598,0.7916209940280652,0.5462791475066889,0.7792866043124338,0.8067701053648253,0.6185556978623297,0.20257636950941263,0.04250155740687711,0.07249624220712642,0.0391296479537121
