Rebalance_Date,Turnover
2019-07-01,
2019-09-30,0.04972000000000001
2019-12-31,0.073236
2020-03-31,0.27323600000000003
2020-06-30,0.03301749999999999
2020-09-30,0.016498500000000003
2020-12-31,0.09483049999999998
2021-03-31,0.11823350000000002
2021-06-30,0.077022
2021-09-30,0.0502355
2021-12-31,0.08042950000000001
2022-03-31,0.0448025
2022-06-30,0.1487575
2022-09-30,0.011905000000000002
2023-01-03,0.1525885
2023-03-31,0.1999995
2023-06-30,0.2
2023-10-02,0.22413800000000003
2024-01-02,0.014744000000000021
2024-04-01,0.24132399999999998
2024-07-01,0.260787
2024-09-30,0.260787
2024-12-31,0.26096600000000003
2025-03-31,0.06096599999999999
2025-06-30,0.2
2025-09-30,0.2
2025-12-31,0.0
2026-03-31,0.133104
