Rebalance_Date,Turnover
2019-07-01,
2019-09-30,0.11108100000000001
2019-12-31,0.09205499999999998
2020-03-31,0.49443500000000007
2020-06-30,0.1511535
2020-09-30,0.0933605
2020-12-31,0.098797
2021-03-31,0.064082
2021-06-30,0.035538
2021-09-30,0.048617
2021-12-31,0.12665300000000002
2022-03-31,0.097943
2022-06-30,0.076509
2022-09-30,0.0654265
2023-01-03,0.12918650000000004
2023-03-31,0.6790860000000001
2023-06-30,0.25256199999999995
2023-10-02,0.157964
2024-01-02,0.169627
2024-04-01,0.05256599999999999
2024-07-01,0.022739999999999996
2024-09-30,0.08630099999999999
2024-12-31,0.013584000000000006
2025-03-31,0.166497
2025-06-30,0.049652000000000016
2025-09-30,0.12643000000000004
2025-12-31,0.18830799999999998
2026-03-31,0.037087
