Rebalance_Date,Evaluation_Date,Forward_Period_Return,Capital_Gain_Forward_Return,Dividend_Income_Forward_Return,Benchmark_Forward_Return,EqualWeight_Forward_Return,MaxSharpe_Forward_Return,Portfolio_ExAnte_Preference_Score,Portfolio_ExAnte_Score_Return_CAGR,Portfolio_ExAnte_Score_Return_Div,Portfolio_ExAnte_Score_Risk_Vol,Portfolio_ExAnte_Score_Risk_MaxDD,Portfolio_ExAnte_Score_Cost,Portfolio_ExAnte_Score_Liq_Volume,Portfolio_ExAnte_Score_Liq_AUM,Portfolio_ExAnte_Score_Div_Score,Portfolio_ExAnte_Score_FinBERT,Portfolio_ExAnte_Portfolio_Volatility,Portfolio_Forward_Preference_Score,Portfolio_Forward_Score_Return_CAGR,Portfolio_Forward_Score_Return_Div,Portfolio_Forward_Score_Risk_Vol,Portfolio_Forward_Score_Risk_MaxDD,Portfolio_Forward_Score_Cost,Portfolio_Forward_Score_Liq_Volume,Portfolio_Forward_Score_Liq_AUM,Portfolio_Forward_Score_Div_Score,Portfolio_Forward_Score_FinBERT,Portfolio_Forward_Portfolio_Volatility,Benchmark_Forward_Preference_Score,Benchmark_Forward_Score_Return_CAGR,Benchmark_Forward_Score_Return_Div,Benchmark_Forward_Score_Risk_Vol,Benchmark_Forward_Score_Risk_MaxDD,Benchmark_Forward_Score_Cost,Benchmark_Forward_Score_Liq_Volume,Benchmark_Forward_Score_Liq_AUM,Benchmark_Forward_Score_Div_Score,Benchmark_Forward_Score_FinBERT,Benchmark_Forward_Portfolio_Volatility,EqualWeight_Forward_Preference_Score,EqualWeight_Forward_Score_Return_CAGR,EqualWeight_Forward_Score_Return_Div,EqualWeight_Forward_Score_Risk_Vol,EqualWeight_Forward_Score_Risk_MaxDD,EqualWeight_Forward_Score_Cost,EqualWeight_Forward_Score_Liq_Volume,EqualWeight_Forward_Score_Liq_AUM,EqualWeight_Forward_Score_Div_Score,EqualWeight_Forward_Score_FinBERT,EqualWeight_Forward_Portfolio_Volatility,MaxSharpe_Forward_Preference_Score,MaxSharpe_Forward_Score_Return_CAGR,MaxSharpe_Forward_Score_Return_Div,MaxSharpe_Forward_Score_Risk_Vol,MaxSharpe_Forward_Score_Risk_MaxDD,MaxSharpe_Forward_Score_Cost,MaxSharpe_Forward_Score_Liq_Volume,MaxSharpe_Forward_Score_Liq_AUM,MaxSharpe_Forward_Score_Div_Score,MaxSharpe_Forward_Score_FinBERT,MaxSharpe_Forward_Portfolio_Volatility,Forward_Score_vs_Benchmark,Forward_Score_vs_EqualWeight,Forward_Score_vs_MaxSharpe
2021-06-30,2021-08-02,0.017675006635357038,0.015563540044454038,0.0021114665909029995,0.008542745269114027,0.01790446020797809,0.029327858251626093,0.5722390693632367,0.19616630967738674,0.602463722990803,0.5762826832315726,0.6090046263288041,0.8381453921022262,0.6784186639466809,0.2843519653610873,0.7612193130402122,0.0,0.173217809689054,0.5925855016166622,0.31917390152575537,0.5437942314013039,0.5755765043387822,0.6106912460313131,0.9019442162851588,0.6563343967247426,0.48307968610192126,0.7606275965134579,0.0,0.17337316904546793,0.6381437790352298,0.351093816369971,0.411857886399638,0.3717855255757393,1.0,0.9589041095890412,0.4398169264236014,0.9395987173663386,0.833429614233,0.0,0.21820718437333736,0.5080049956482148,0.3668338333189609,0.43348690943291374,0.4021140609405883,0.49942140298176874,0.8652874403447218,0.34943998502546647,0.5789405430325096,0.8616554764244116,0.0,0.21153490659307053,0.5098220631077189,0.5182691778111262,0.17883132462605847,0.19555924205936237,0.7582003572476427,0.9643335815684315,0.7451032543685248,0.9058524124780752,0.5593933809541285,0.0,0.25697696674694026,-0.04555827741856755,0.08458050596844746,0.0827634385089433
2021-08-02,2021-08-31,0.01684423290826431,0.014806140554027625,0.002038092354236687,0.023382596930157096,0.02584123983754849,0.038168726518379215,0.5799499422629291,0.2004657022338439,0.6088326009429407,0.5818948190251461,0.6328308295529033,0.8253795284974093,0.6930350774745544,0.29205377528988613,0.7614607459534107,0.0,0.17198313981446786,0.5994016601630558,0.3206345905466628,0.548239104342664,0.5832047290003545,0.6352554130758398,0.8751109758047477,0.6690255137331418,0.4953664671848145,0.7614322405066232,0.0,0.171694959619922,0.6386158323462151,0.3558808706513416,0.411857886399638,0.3721983179394802,1.0,0.9589041095890412,0.4391546040893064,0.9395987173663386,0.833429614233,0.0,0.21811637005331436,0.5075855516600601,0.3665029529606308,0.43042959297357036,0.4048900958196944,0.505788533517207,0.8545306119995935,0.3408680599984175,0.5671315933050566,0.8606922608110239,0.0,0.21092417891966725,0.47806768801113164,0.5237757253118576,0.12937726053661727,0.17529658788662883,0.7004561100879312,0.9643828631554608,0.6942566574127923,0.8357288501523537,0.5388085784123635,0.0,0.26143475066494165,-0.03921417218315926,0.09181610850299571,0.12133397215192421
2021-08-31,2021-09-30,-0.04023001264674719,-0.04219645825001783,0.001966445603270639,-0.0395741543823106,-0.04061954212136831,-0.05408690319662712,0.5778575631840575,0.21022671638411528,0.5928029601869066,0.5822529462674637,0.6318509501241467,0.8363443648417739,0.6675322728474615,0.2776294407388967,0.7608942853285947,0.0,0.17190435182115796,0.5946327072051054,0.3126217624353021,0.5387052344297381,0.5791277187131922,0.6307237307523713,0.885752993944846,0.6500446321514739,0.47711424257365154,0.7607427104816814,0.0,0.1725919018830977,0.6374562434138166,0.3510253108461235,0.411857886399638,0.36928857364909795,1.0,0.9589041095890412,0.4402442104224566,0.9395987173663386,0.833429614233,0.0,0.21875651379719846,0.504947207148336,0.35584192319667146,0.434752512372346,0.39771652368548316,0.5050286295794243,0.8573757229689019,0.3273943805729659,0.5644289863755461,0.8642942495771306,0.0,0.2125023647891937,0.4700590362884439,0.49827983070309745,0.1480405835310891,0.20199887614154366,0.7620480593947703,0.9623565893022787,0.42570363268532746,0.5345843775879912,0.5360331816132906,0.0,0.2555602472488604,-0.042823536208711155,0.08968550005676945,0.1245736709166615
2021-09-30,2021-11-01,0.045887949581089105,0.04372637881976882,0.002161570761320286,0.059572287652296385,0.0627973892939262,0.08265814423316864,0.5746330442435614,0.16819935186300566,0.6086158456237918,0.5797790981837658,0.63293929727676,0.8052505539568342,0.690121719828116,0.2918689664039148,0.761454244428516,0.0,0.17244859839957152,0.5916350916291311,0.22001240681992384,0.5481138403710885,0.5852033047226566,0.6340466599653573,0.8743176273103274,0.6672490337683199,0.4956115928538999,0.7631853508910555,0.0,0.17125527296101556,0.6341496442864304,0.2709632313598048,0.411857886399638,0.38031862596068733,1.0,0.9589041095890412,0.4404930250293145,0.9395987173663386,0.833429614233,0.0,0.2163299022886488,0.49505430727482214,0.27445149126328255,0.4350162919325893,0.3957528098701122,0.48324060354607823,0.8671489682760429,0.3271358877535947,0.5796396203481081,0.8649225479930692,0.0,0.2129343818285753,0.47356081290212415,0.41805696528141556,0.12945014120673826,0.19037165961479974,0.6989524574672843,0.9644190467606196,0.6948869261556915,0.8345833164266826,0.5399531586495658,0.0,0.25811823488474406,-0.04251455265729931,0.09658078435430895,0.11807427872700693
2021-11-01,2021-11-30,-0.02482955672050835,-0.026835346161647067,0.0020057894411387167,-0.03066817883137074,-0.021054322878125475,0.016287432011882208,0.5796700073770112,0.09918749039670342,0.6898849826104079,0.5841075360178567,0.6302720881751902,0.7920925539568342,0.6906010039695509,0.31567084852257354,0.7620661785333055,0.0,0.17149634207607153,0.5926578140445015,0.17213242009961444,0.5662061112871817,0.5840303968807881,0.6387223000564419,0.8640163606494009,0.7033878212208075,0.5275779137446762,0.7587905775572459,0.0,0.1715133126862266,0.630514811257688,0.21486746322461492,0.411857886399638,0.3832533077060315,1.0,0.9589041095890412,0.44127096336372656,0.9395987173663386,0.833429614233,0.0,0.21568427230467307,0.4990949777892215,0.22937666476474208,0.40315010451550426,0.40846112720712957,0.509682760961145,0.8609481217120277,0.37871727107882613,0.604349864749302,0.8545376767177434,0.0,0.21013855201443146,0.45266659261728864,0.3724046903777115,0.1324856244632871,0.18773898457769178,0.640851357749286,0.8823306991970116,0.8031414980319319,0.8295796002346857,0.5411027776227634,0.0,0.2586974233929078,-0.03785699721318658,0.09356283625527995,0.13999122142721282
2021-11-30,2021-12-31,0.07083990969902132,0.06846070590099451,0.0023792037980268077,0.03967822677494204,0.04982366270576022,0.022651078390254042,0.5744109201502772,0.07007823065366495,0.6888486984695541,0.5826432302048838,0.6249154497085968,0.7920925539568342,0.6756878691579862,0.30633645882920213,0.7613044599577975,0.0,0.17181848935492555,0.5914621300973577,0.16208385222999078,0.5700565985961583,0.5890054451707732,0.6332945961492251,0.8684284886350291,0.6938461508164359,0.5176680611387194,0.7523189465286233,0.0,0.17041880206242987,0.6317136356791575,0.193304877192872,0.411857886399638,0.39396290636268116,1.0,0.9589041095890412,0.43939955536739955,0.9395987173663386,0.833429614233,0.0,0.21332816060021012,0.5003169054239343,0.2102655601938525,0.4076920303031878,0.42216329937314545,0.5058879304106352,0.8619986838957137,0.36143921344324215,0.5970927656218072,0.8573568199076689,0.0,0.207124074137908,0.4675253315153992,0.3321162289602313,0.12779269050622083,0.20370653150551,0.6862100193862863,0.8852115759270489,0.8440107529060323,0.8947870563382356,0.5206008270258506,0.0,0.2551845630687878,-0.040251505581799796,0.09114522467342345,0.1239367985819585
2021-12-31,2022-01-31,-0.02752664514547354,-0.030288545796723576,0.0027619006512500377,-0.044394841260508744,-0.05252401286629249,-0.08097701493450438,0.5818884297279173,0.11248969759953836,0.7388521924010762,0.5815980660602911,0.62065350643311,0.7920925539568339,0.6671408224321722,0.30626926645984553,0.7570589579887298,0.0,0.17204842546673596,0.5981263568417687,0.2188399823844599,0.6254544363819505,0.581086092011431,0.622711843269393,0.8686088794317042,0.6904196237670995,0.5190817206234734,0.7530167308930986,0.0,0.17216105975748516,0.6356621060031655,0.24558367216593105,0.411857886399638,0.3932342437582792,1.0,0.9589041095890412,0.43865436175229544,0.9395987173663386,0.833429614233,0.0,0.21348846637317856,0.5058247256764381,0.2647301019887031,0.4109158068107159,0.4220952749967841,0.5080120906326877,0.8597935050101415,0.3714105376220778,0.5993882185673348,0.8573502330228462,0.0,0.2071390395007075,0.48046115194328876,0.4063521003788951,0.14645376852019001,0.2067814384275577,0.6981713319650555,0.8839700673826758,0.8524942969987459,0.8979562839789523,0.5313485030196431,0.0,0.2545080835459373,-0.03753574916139679,0.09230163116533063,0.11766520489847998
2022-01-31,2022-02-28,-0.018452495205550146,-0.021083558190052476,0.0026310629845023303,-0.026343773278504456,-0.019915997892022363,-0.040053842497295045,0.5761436484744413,0.15180174481682607,0.6850752157812126,0.5741404965872261,0.5990626534870369,0.8271803811372154,0.6945201462371418,0.302782091386756,0.757144884217072,0.0,0.17368909075081024,0.5943664231936229,0.2568888665216896,0.6222606875521439,0.5678972365648638,0.6015292054156236,0.893669763478103,0.6831095071735265,0.5114188312183365,0.7552486678522474,0.0,0.17506260795572995,0.636384757294321,0.28251793006241205,0.411857886399638,0.38444325602654295,1.0,0.9589041095890412,0.4443890423603749,0.9395987173663386,0.833429614233,0.0,0.21542248367416056,0.5086063900030436,0.29282308930379886,0.45898502193685864,0.415432087313403,0.4941979098009128,0.8628373387918256,0.3632244167151767,0.585194230395838,0.8641681406352894,0.0,0.20860494079105135,0.4132899984750721,0.4258511323465227,0.2599396762333016,0.2577259129418883,0.20260122236701805,0.9585265271032477,0.7223373402563571,0.9309183013425368,0.6336547224218761,0.0,0.24330029915278456,-0.04201833410069811,0.08576003319057923,0.1810764247185508
2022-02-28,2022-03-31,0.021810106983207955,0.018637478473029656,0.003172628510178299,0.020499565700069278,0.02877124082137006,0.035172427475275825,0.5752744205292446,0.16762507142541078,0.6800628004110256,0.5682455981136111,0.6015560078637869,0.8271805539568342,0.690670053771792,0.2985085082903941,0.7568802690008203,0.0,0.17498596841500555,0.5945441310765879,0.2927710822008266,0.6192632100134605,0.5596525505531783,0.6048616956217092,0.8912123713437992,0.6792381147716803,0.5033921513873052,0.7568035162344382,0.0,0.17687643887830076,0.6355856518520646,0.3229736114298102,0.411857886399638,0.3702702255211925,1.0,0.9589041095890412,0.44271125710662323,0.9395987173663386,0.833429614233,0.0,0.21854055038533762,0.5107424091691215,0.3394930824796357,0.4574530045922197,0.40753022135871664,0.49809308148852716,0.8617257701595902,0.3666603687876646,0.5848846231491225,0.8633449119419331,0.0,0.2103433513010823,0.4590073144588015,0.46437166853551415,0.307702630042318,0.2929792141445484,0.3182768320875776,0.9517355418300688,0.7930920535506009,0.8827936402085536,0.6626665951699682,0.0,0.23554457288819936,-0.041041520775476736,0.08380172190746638,0.13553681661778638
2022-03-31,2022-05-02,-0.02936939936912164,-0.0322022761670443,0.0028328767979226566,-0.07652104716628172,-0.06020999762300394,-0.0851214813770883,0.5766719181475033,0.15792712346835286,0.6408048856066271,0.5739883931943972,0.6537870003308941,0.7986246690909903,0.655195931451946,0.26853816744638703,0.7551084702006465,0.0,0.1737225534972326,0.6088113557401011,0.4243213935393432,0.5896068920955907,0.5661655198164471,0.6661689255447785,0.8570907499278918,0.6543577929674133,0.4608269997501916,0.7437037667566149,0.0,0.17544358564038162,0.640149154071471,0.42188660590278515,0.411857886399638,0.3576433699164555,1.0,0.9589041095890412,0.44736081287899,0.9395987173663386,0.833429614233,0.0,0.22131845861837976,0.5186936875339766,0.4655980253098526,0.4500421082404126,0.4044647038290904,0.5144544053736135,0.8444346487799783,0.3466353981907092,0.561849989452678,0.8623853261651472,0.0,0.21101776515760012,0.46503445218977635,0.6109539160058233,0.31161377220632147,0.2404502661333766,0.34453527478403645,0.9555729576320224,0.7549650227527495,0.9453501743536246,0.6645468017523595,0.0,0.24710094145065714,-0.03133779833136985,0.09011766820612455,0.1437769035503248
2022-05-02,2022-05-31,-0.006547186185305476,-0.008773711583793142,0.0022265253984876665,0.0031203926833205387,0.005978529484761852,-0.00027713660040962207,0.5816940702124977,0.30006837985936013,0.603489617980402,0.5684637938132897,0.6514514875839396,0.8122217162756931,0.6378981215962195,0.25864642797728254,0.7565471744982224,0.0,0.17493796536107625,0.585961687310233,0.2864711096810163,0.5526521858174758,0.5560757001074559,0.6421335868368911,0.8691849945173626,0.6255365167832134,0.4478269090067615,0.7618197054997556,0.0,0.1776633459763597,0.6264737308583481,0.3035700147204832,0.411857886399638,0.34175964037469886,1.0,0.9589041095890412,0.45329452170781864,0.9395987173663386,0.833429614233,0.0,0.22481287911756626,0.5063523034230712,0.3355858935872262,0.4606920042813454,0.3882402549081462,0.5118052770167469,0.8511579628833835,0.3549873868998413,0.5719125458914822,0.866098932331818,0.0,0.2145871439202078,0.5106469878475397,0.4571508871791428,0.40606233630484007,0.3387641202023448,0.4147535502481894,0.9373957879620392,0.928027613390653,0.8606610510888586,0.7093419426025962,0.0,0.2254718935554841,-0.040512043548115106,0.07960938388716177,0.07531469946269331
2022-05-31,2022-06-30,-0.046294406030087165,-0.04819007549502008,0.0018956694649329142,-0.07977586298147321,-0.06817931473807626,-0.07252103881727578,0.5807359423625759,0.2750578572038529,0.591485710831722,0.5610376697154515,0.654187513925529,0.8112987564766837,0.6862788635080258,0.28539427581327514,0.7629567645716523,0.0,0.17657171266260063,0.598876331115245,0.3673157590390744,0.5338762947736213,0.5549889761533164,0.6709251433639494,0.8603636053540396,0.673041027035051,0.48311244606127657,0.7560090221975545,0.0,0.17790242524627037,0.6248414814598567,0.34897563423455713,0.411857886399638,0.3231648458549029,1.0,0.9589041095890412,0.4518406093559587,0.9395987173663386,0.833429614233,0.0,0.22890373391192137,0.5094495400005177,0.3913565262776595,0.45933785465512467,0.3775238696845765,0.5228178950374436,0.8461527526875792,0.3582425199947057,0.5691873416082442,0.8649704794341272,0.0,0.21694474866939314,0.516043260319647,0.5332149667324515,0.44150291753587395,0.28370123697337746,0.4438318164210806,0.9424007120581064,0.8801600207531721,0.9483482365223798,0.7122375085535289,0.0,0.23758572786585697,-0.025965150344611776,0.08942679111472729,0.08283307079559799
2022-06-30,2022-08-01,0.04141904570881372,0.03949969754921345,0.0019193481596002648,0.06880447548936552,0.06534775063387888,0.07409815143960818,0.5797403407851494,0.3496868756963103,0.5662278137088981,0.5553615532340612,0.6606596782763905,0.8121746373056994,0.6386325171981346,0.2570080998040019,0.7598554818912294,0.0,0.17782045828850654,0.5891255404347365,0.350910594315152,0.5195149737831145,0.5519683353619012,0.6567546961943452,0.8703289416913217,0.6282129339939497,0.4470290107859005,0.7586322099427267,0.0,0.17856696622038173,0.6236837103189078,0.36207489166220674,0.411857886399638,0.3151802560807897,1.0,0.9589041095890412,0.45258994439572614,0.9395987173663386,0.833429614233,0.0,0.23066034366222624,0.504277249840752,0.39552609839082997,0.45526782017410306,0.3644616062200515,0.5122832330935911,0.8526550559987767,0.35856024662093033,0.5737536612053007,0.8652290923669473,0.0,0.21981844663158867,0.5208008896765971,0.5370613870222121,0.3989051940051253,0.2730747057291488,0.5160426184250478,0.939964554995065,0.8996688372589132,0.933926202538653,0.6744785079293827,0.0,0.23992356473958726,-0.034558169884171264,0.08484829059398458,0.06832465075813943
2022-08-01,2022-08-31,-0.03287846051166843,-0.034948958522631246,0.002070498010962818,-0.03660736113143204,-0.03347756806075497,-0.04626944265362176,0.5836585831663618,0.2635974851558448,0.6301725783704093,0.5531188878440194,0.6636060343731058,0.7981715388601036,0.6980998504419186,0.28836038795632674,0.7630085951246198,0.0,0.1783138446743157,0.5944904555871879,0.2906668479828587,0.5356166391393831,0.5599980229189288,0.6715500234462195,0.8517748514590756,0.6760295397819869,0.48780826166039976,0.7616937129944245,0.0,0.17680043495783565,0.6204294274179264,0.313479664011797,0.411857886399638,0.31750815197563886,1.0,0.9589041095890412,0.45212805590806676,0.9395987173663386,0.833429614233,0.0,0.23014820656535942,0.5046810751676349,0.3473610532431824,0.4480970769852285,0.3721792252665592,0.5255082554589008,0.8469322632426103,0.36682578754369743,0.5809350170825391,0.8634522942924605,0.0,0.21812057044135696,0.5263838679573272,0.46975875925423893,0.4028155307728509,0.29019952812105354,0.5431201206930959,0.9397443883913914,0.9027025691574013,0.9252369799831384,0.6765781086680791,0.0,0.2361561038133682,-0.025938971830738455,0.089809380419553,0.06810658762986077
2022-08-31,2022-09-30,-0.07011458760364164,-0.07209931664989866,0.0019847290462570166,-0.09381329608934474,-0.08023872509765739,-0.08101052810196763,0.5883776676511089,0.23961717464274768,0.6491983781011614,0.5553690000013602,0.6643197971897261,0.7968257202072538,0.7484981397170415,0.3141933055473439,0.7647089622897676,0.0,0.17781881999970073,0.6030103199524561,0.351360415712467,0.5468647383998886,0.5505183344056438,0.6748635860888507,0.8472960552413824,0.7247058065914656,0.5261679311021497,0.7671835232552349,0.0,0.17888596643075835,0.6198275209463109,0.34915457904295594,0.411857886399638,0.3049155186849216,1.0,0.9589041095890412,0.4538789970903829,0.9395987173663386,0.833429614233,0.0,0.23291858588931724,0.5065584050984753,0.3949400917833337,0.44134610451556044,0.36775994898754905,0.53286564591134,0.8434918438709287,0.3667520787991466,0.5670311148178497,0.8594662871100384,0.0,0.2190928112227392,0.5165047103682663,0.5112309004362107,0.4459832462187164,0.27571490463411275,0.4584938001808343,0.9425667416352747,0.8895733020075658,0.9478299966760236,0.716375417567461,0.0,0.2393427209804952,-0.016817200993854753,0.09645191485398086,0.08650560958418985
2022-09-30,2022-10-31,0.07214442653167796,0.07026217916971,0.0018822473619679592,0.06533113213766661,0.08407857049829048,0.08238734420345017,0.582462623177968,0.3312600351917892,0.5711218299295205,0.5508359214948105,0.6867488871456044,0.810553619498194,0.6341600774016466,0.24605315932698965,0.7615429121874732,0.0,0.17881609727114167,0.5949799456824791,0.43666339604102367,0.4984266329265232,0.5383738323615976,0.6854098776099018,0.8723862529373285,0.6285646866657855,0.4295196199617475,0.7568555244314948,0.0,0.1815577568804485,0.6214195304585487,0.42063504447945915,0.411857886399638,0.28974034401579407,1.0,0.9589041095890412,0.4569445267072167,0.9395987173663386,0.833429614233,0.0,0.2362571243165253,0.5050134410688667,0.4783771201709429,0.4418916911049272,0.34351576437156406,0.5200707507268686,0.8524888236833199,0.3626510693936449,0.5722770127225336,0.8628092928902646,0.0,0.2244265318382559,0.509590125742047,0.5813208281995386,0.2772702985553762,0.29110122021340534,0.6299507260064268,0.8900580738219803,0.7946374957037345,0.7876385488038997,0.5208112767461248,0.0,0.2359577315530508,-0.026439584776069558,0.08996650461361244,0.08538981994043215
2022-10-31,2022-11-30,0.06647385624270274,0.06450329256175169,0.001970563680951054,0.08439099683507867,0.06113690132123217,0.05779087992060372,0.6010994180903069,0.4510329428059374,0.6039646099108926,0.5465211651760754,0.702333131592185,0.7829681398963729,0.7142949563485113,0.284213228777551,0.7635051038339015,0.0,0.1797653436612634,0.5976391679377783,0.3720909792670131,0.5260720233971088,0.5320302562885081,0.6889491858787208,0.853152539857523,0.6998460053529026,0.4954742433700029,0.7646050666574342,0.0,0.1829533436165282,0.6119327442606981,0.3649473042964763,0.411857886399638,0.27149247827763057,1.0,0.9589041095890412,0.45888541229406016,0.9395987173663386,0.833429614233,0.0,0.24027165477892123,0.49576307257433916,0.40768111178423394,0.44594178487627517,0.3351859539925728,0.5129688476198679,0.8456277193452709,0.3599486430739808,0.5762507457415196,0.867432418127232,0.0,0.22625909012163395,0.5504292099078457,0.490308520965517,0.6022164013905951,0.38603287444007217,0.5325562296130967,0.8805393210565631,0.7002319633610433,0.7905157095817887,0.627410393632825,0.0,0.2150727676231841,-0.014293576322919832,0.10187609536343911,0.04720995802993255
2022-11-30,2023-01-03,-0.016497981026439623,-0.01860000191917588,0.002102020892736256,-0.042275967213306176,-0.04345999203176898,-0.05860095158771783,0.6002558972211506,0.2785461943160527,0.6489024296429269,0.5522688915586766,0.7319094204600262,0.7242730259067357,0.7709105718661883,0.3374081978501138,0.7617541330593992,0.0,0.1785008438570911,0.6296927547805926,0.524714287346694,0.5502467957495305,0.5515386519172455,0.7321527239604597,0.7981447782235742,0.7782896018129442,0.5672049943175339,0.7650401617607038,0.0,0.17866149657820599,0.6200856023158002,0.48357635913549474,0.411857886399638,0.2661637473203766,1.0,0.9589041095890412,0.4627498706943569,0.9395987173663386,0.833429614233,0.0,0.24144397558951713,0.5032597454584212,0.5472323419453842,0.44216562297283657,0.3145289884323996,0.5177368738123642,0.8329179860654059,0.3988812315852106,0.5968928346153572,0.8673804549923464,0.0,0.23080362254487205,0.47091017650763306,0.6746983651988732,0.3761997819761164,0.06410852680213708,0.5412041007284197,0.9315068493150686,0.9772291097773187,0.8284635360509977,0.6603422788009885,0.0,0.2858961241035298,0.009607152464792379,0.12643300932217139,0.15878257827295955
2023-01-03,2023-01-31,0.013049303481132535,0.01139407337323739,0.0016552301078951448,0.07726927577744847,0.0544038703721097,0.007936136963684781,0.6216063537364966,0.5327393837079294,0.43109761356814136,0.5978300884289054,0.8802072840437055,0.6111433632958801,0.6984369236175395,0.2707410933726307,0.7615147910666143,0.0,0.16847738054564082,0.630213987802596,0.34374779519483567,0.4945307815959096,0.5961483667863008,0.8617387570403504,0.7010410012666288,0.6714870843746061,0.4763311714651721,0.7665368419612657,0.0,0.1688473593070138,0.6088953024959745,0.35216251127137843,0.411857886399638,0.26382774957503496,1.0,0.9589041095890412,0.46217205514433424,0.9395987173663386,0.833429614233,0.0,0.2419578950934923,0.48566197391228516,0.3798946373116723,0.4725471465379203,0.33169004740844,0.4823805331690083,0.8200547764181859,0.34584581113201995,0.5687785544405048,0.8700223927215776,0.0,0.22702818957014317,0.5516633783077006,0.46972612977905875,0.669854905728763,0.3913753590166913,0.5061265863132073,0.8099489600222074,0.698356036354788,0.7668826149052264,0.7228456921702419,0.0,0.2138974210163279,0.02131868530662151,0.1445520138903108,0.07855060949489534
